claim_id,paper_section,claim_or_metric,source_stage,source_file,source_table_or_field,source_commit,sample_start,sample_end,metric_definition,status,reconciliation_note
UNC-02,23 Statistical uncertainty,Six-month circular block bootstrap: EQUAL_WEIGHT_OPPORTUNITY_POOL,A4D,UKACTIVE_A4D_REPRESENTATIVE_BLOCK_BOOTSTRAP.csv,filtered row: EQUAL_WEIGHT_OPPORTUNITY_POOL,f411e0d169640a5120decee6940dc8a5769c3b5e,2021-09-01,2026-08-21,HAC or block-bootstrap estimate with stated adjustment/interval,RECONCILED,
ROB-01,24 Robustness and influence tests,Full common history: PRESERVES,A4D/A4F,UKACTIVE_A4D_PRIMARY_ECONOMIC_SCORECARD.csv,M2 TOP7 row; Full common history; cost=BASE,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,"Net CAGR, CAGR difference versus SWDA, MDD; exclusion CAGR is a non-contiguous diagnostic when applicable",RECONCILED,
ROB-02,24 Robustness and influence tests,Pre-2020: REVERSES,A4D/A4F,UKACTIVE_A4D_PRIMARY_ECONOMIC_SCORECARD.csv,M2 TOP7 row; Pre-2020; cost=BASE,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,"Net CAGR, CAGR difference versus SWDA, MDD; exclusion CAGR is a non-contiguous diagnostic when applicable",RECONCILED,
ROB-03,24 Robustness and influence tests,Post-2020: PRESERVES,A4D/A4F,UKACTIVE_A4D_PRIMARY_ECONOMIC_SCORECARD.csv,M2 TOP7 row; Post-2020; cost=BASE,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,"Net CAGR, CAGR difference versus SWDA, MDD; exclusion CAGR is a non-contiguous diagnostic when applicable",RECONCILED,
ROB-04,24 Robustness and influence tests,Latest five years: PRESERVES,A4D/A4F,UKACTIVE_A4D_PRIMARY_ECONOMIC_SCORECARD.csv,M2 TOP7 row; Latest five years; cost=BASE,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,"Net CAGR, CAGR difference versus SWDA, MDD; exclusion CAGR is a non-contiguous diagnostic when applicable",RECONCILED,
ROB-05,24 Robustness and influence tests,Latest three years: PRESERVES,A4D/A4F,UKACTIVE_A4D_PRIMARY_ECONOMIC_SCORECARD.csv,M2 TOP7 row; Latest three years; cost=BASE,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,"Net CAGR, CAGR difference versus SWDA, MDD; exclusion CAGR is a non-contiguous diagnostic when applicable",RECONCILED,
ROB-06,24 Robustness and influence tests,Exclude 2025: REVERSES,A4D/A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_YEAR_EXCLUSION_RESULTS.csv,M2 TOP7 row; Exclude 2025; cost=BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, CAGR difference versus SWDA, MDD; exclusion CAGR is a non-contiguous diagnostic when applicable",RECONCILED,
ROB-07,24 Robustness and influence tests,Exclude 2020: PRESERVES,A4D/A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_YEAR_EXCLUSION_RESULTS.csv,M2 TOP7 row; Exclude 2020; cost=BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, CAGR difference versus SWDA, MDD; exclusion CAGR is a non-contiguous diagnostic when applicable",RECONCILED,
ROB-08,24 Robustness and influence tests,Exclude 2020 And 2025: REVERSES,A4D/A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_YEAR_EXCLUSION_RESULTS.csv,M2 TOP7 row; Exclude 2020 And 2025; cost=BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, CAGR difference versus SWDA, MDD; exclusion CAGR is a non-contiguous diagnostic when applicable",RECONCILED,
ROB-09,24 Robustness and influence tests,Baseline costs: PRESERVES,A4D/A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_STATIC_FRONTIER.csv,M2 TOP7 row; Baseline costs; cost=BASE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, CAGR difference versus SWDA, MDD; exclusion CAGR is a non-contiguous diagnostic when applicable",RECONCILED,
ROB-10,24 Robustness and influence tests,Doubled costs: MATERIALLY_WEAKENS,A4D/A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_STATIC_FRONTIER.csv,M2 TOP7 row; Doubled costs; cost=DOUBLE,6dba072dce65da56284a8c02f9f380301048d492,2017-03-01,2026-08-21,"Net CAGR, CAGR difference versus SWDA, MDD; exclusion CAGR is a non-contiguous diagnostic when applicable",RECONCILED,
WRAP-GLOBAL_100-FULL_HISTORY-250000,27 Detailed frozen-strategy statistics,"GLOBAL_100 FULL_HISTORY II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_100; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_100-FULL_HISTORY-563000,27 Detailed frozen-strategy statistics,"GLOBAL_100 FULL_HISTORY II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_100; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_50_M2_25_DEFENSIVE_25-FULL_HISTORY-250000,27 Detailed frozen-strategy statistics,"GLOBAL_50_M2_25_DEFENSIVE_25 FULL_HISTORY II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_50_M2_25_DEFENSIVE_25; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_50_M2_25_DEFENSIVE_25-FULL_HISTORY-563000,27 Detailed frozen-strategy statistics,"GLOBAL_50_M2_25_DEFENSIVE_25 FULL_HISTORY II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_50_M2_25_DEFENSIVE_25; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_60_M2_15_DEFENSIVE_25-FULL_HISTORY-250000,27 Detailed frozen-strategy statistics,"GLOBAL_60_M2_15_DEFENSIVE_25 FULL_HISTORY II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_60_M2_15_DEFENSIVE_25; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_60_M2_15_DEFENSIVE_25-FULL_HISTORY-563000,27 Detailed frozen-strategy statistics,"GLOBAL_60_M2_15_DEFENSIVE_25 FULL_HISTORY II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_60_M2_15_DEFENSIVE_25; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_65_M2_10_DEFENSIVE_25-FULL_HISTORY-250000,27 Detailed frozen-strategy statistics,"GLOBAL_65_M2_10_DEFENSIVE_25 FULL_HISTORY II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_65_M2_10_DEFENSIVE_25; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_65_M2_10_DEFENSIVE_25-FULL_HISTORY-563000,27 Detailed frozen-strategy statistics,"GLOBAL_65_M2_10_DEFENSIVE_25 FULL_HISTORY II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_65_M2_10_DEFENSIVE_25; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_75_DEFENSIVE_25-FULL_HISTORY-250000,27 Detailed frozen-strategy statistics,"GLOBAL_75_DEFENSIVE_25 FULL_HISTORY II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_75_DEFENSIVE_25; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_75_DEFENSIVE_25-FULL_HISTORY-563000,27 Detailed frozen-strategy statistics,"GLOBAL_75_DEFENSIVE_25 FULL_HISTORY II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_75_DEFENSIVE_25; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-M2_100_DIAGNOSTIC-FULL_HISTORY-250000,27 Detailed frozen-strategy statistics,"M2_100_DIAGNOSTIC FULL_HISTORY II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=M2_100_DIAGNOSTIC; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-M2_100_DIAGNOSTIC-FULL_HISTORY-563000,27 Detailed frozen-strategy statistics,"M2_100_DIAGNOSTIC FULL_HISTORY II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=M2_100_DIAGNOSTIC; window=FULL_HISTORY; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_100-LATEST_FIVE_YEARS-250000,27 Detailed frozen-strategy statistics,"GLOBAL_100 LATEST_FIVE_YEARS II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_100; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_100-LATEST_FIVE_YEARS-563000,27 Detailed frozen-strategy statistics,"GLOBAL_100 LATEST_FIVE_YEARS II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_100; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_50_M2_25_DEFENSIVE_25-LATEST_FIVE_YEARS-250000,27 Detailed frozen-strategy statistics,"GLOBAL_50_M2_25_DEFENSIVE_25 LATEST_FIVE_YEARS II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_50_M2_25_DEFENSIVE_25; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_50_M2_25_DEFENSIVE_25-LATEST_FIVE_YEARS-563000,27 Detailed frozen-strategy statistics,"GLOBAL_50_M2_25_DEFENSIVE_25 LATEST_FIVE_YEARS II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_50_M2_25_DEFENSIVE_25; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_60_M2_15_DEFENSIVE_25-LATEST_FIVE_YEARS-250000,27 Detailed frozen-strategy statistics,"GLOBAL_60_M2_15_DEFENSIVE_25 LATEST_FIVE_YEARS II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_60_M2_15_DEFENSIVE_25; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_60_M2_15_DEFENSIVE_25-LATEST_FIVE_YEARS-563000,27 Detailed frozen-strategy statistics,"GLOBAL_60_M2_15_DEFENSIVE_25 LATEST_FIVE_YEARS II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_60_M2_15_DEFENSIVE_25; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_65_M2_10_DEFENSIVE_25-LATEST_FIVE_YEARS-250000,27 Detailed frozen-strategy statistics,"GLOBAL_65_M2_10_DEFENSIVE_25 LATEST_FIVE_YEARS II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_65_M2_10_DEFENSIVE_25; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_65_M2_10_DEFENSIVE_25-LATEST_FIVE_YEARS-563000,27 Detailed frozen-strategy statistics,"GLOBAL_65_M2_10_DEFENSIVE_25 LATEST_FIVE_YEARS II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_65_M2_10_DEFENSIVE_25; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_75_DEFENSIVE_25-LATEST_FIVE_YEARS-250000,27 Detailed frozen-strategy statistics,"GLOBAL_75_DEFENSIVE_25 LATEST_FIVE_YEARS II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_75_DEFENSIVE_25; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-GLOBAL_75_DEFENSIVE_25-LATEST_FIVE_YEARS-563000,27 Detailed frozen-strategy statistics,"GLOBAL_75_DEFENSIVE_25 LATEST_FIVE_YEARS II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=GLOBAL_75_DEFENSIVE_25; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-M2_100_DIAGNOSTIC-LATEST_FIVE_YEARS-250000,27 Detailed frozen-strategy statistics,"M2_100_DIAGNOSTIC LATEST_FIVE_YEARS II Plus £250,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=M2_100_DIAGNOSTIC; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=250000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
WRAP-M2_100_DIAGNOSTIC-LATEST_FIVE_YEARS-563000,27 Detailed frozen-strategy statistics,"M2_100_DIAGNOSTIC LATEST_FIVE_YEARS II Plus £563,000 cost/performance profile",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_COST_RESTATEMENT.csv,strategy_id=M2_100_DIAGNOSTIC; window=LATEST_FIVE_YEARS; ii_plan=II_PLUS; notional_gbp=563000,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2021-09-01,2026-08-21,"Gross and net CAGR with subscription separate/included, MDD, Ulcer, turnover and GBP costs",RECONCILED,
A3-INF-180,12 Initial signal tests,A3R1R1 tested 180 multiple-testing cells; no BH q-value at or below 0.10 and no positive bootstrap lower-bound survivor,A3R1R1,UKACTIVE_A3R1R1_MULTIPLE_TESTING_LEDGER.csv,all executed rows plus final disposition,88c0ba161a3bb2556187948b556737403c04ccf1,,,Predeclared inference-cell count and false-discovery disposition,RECONCILED,
A3-INF-315,12 Initial signal tests,A3R2 tested 315 portfolio specifications; none survived BH q-value 0.10,A3R2,UKACTIVE_A3R2_MULTIPLE_TESTING_LEDGER.csv,all rows; fdr_survives_q_0_10,d41a7f6744c613484894d7dd4da5e1d66718fd21,,,Portfolio-specification count and false-discovery disposition,RECONCILED,
SIG-HAC-REP,13 Multi-horizon signal comparison,Representative M2 weekly 21/42/63-session IC and top-quintile diagnostics; no q-value at or below 0.10,A4D,UKACTIVE_A4D_SIGNAL_HAC_INFERENCE.csv,M2_BASE weekly 21/42/63-session rows,f411e0d169640a5120decee6940dc8a5769c3b5e,2017-03-01,2026-08-21,Rank IC/top-tail estimates with HAC inference and multiple-testing adjustment,RECONCILED,
MATCH-CASH1,16 Cash and defensive-overlay tests,CASH1 underperformed static same-exposure and global/cash matched-exposure controls on full history,A4E-SIPP,UKACTIVE-A4E-SIPP/UKACTIVE_A4E_SIPP_MATCHED_EXPOSURE_CONTROLS.csv,CASH1 matched-exposure rows,6eef0e413a2ee269bd5748cb244ce4f19577723a,2017-03-01,2026-08-21,Net CAGR and MDD at matched average risky exposure,RECONCILED,
CORE1-BINARY,16 Cash and defensive-overlay tests,"Binary 252-session global/cash rule compounded at 6.82%, MDD -25.58%, return retention 58.8%; failed",A4E-SIPP,UKACTIVE-A4E-SIPP/UKACTIVE_A4E_SIPP_CORE_RESULTS.csv,CORE1 binary global/cash row,6eef0e413a2ee269bd5748cb244ce4f19577723a,2017-03-01,2026-08-21,"Net CAGR, MDD and return-retention diagnostic",RECONCILED,
COST-PLAN,10 Transaction-cost model,"II Plus and Premium dealing fees, credits and subscriptions; subscription separated from incremental M2 cost",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_FROZEN_SPEC.json,cost_policy/ii_plan fields,a8008f7709af3000a889bb234a86f8c520c4ed73,,,Current frozen retail fee schedule used by A5C,RECONCILED,
PILOT-563K,10 Transaction-cost model,"£563,000 illustration: £365,950 SWDA, £56,300 M2, £140,750 defensive and £8,042.86 per M2 family",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_FROZEN_SPEC.json,initial_whole_sipp_pilot/current_notional illustration,a8008f7709af3000a889bb234a86f8c520c4ed73,,,Deterministic target illustration; not an order,RECONCILED,
RELREG-M2,31 Performance expectations and relative underperformance,"Standalone M2 maximum relative drawdown versus SWDA -26.78% and longest relative underperformance 1,595 days",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_RELATIVE_REGRET.csv,candidate_id=M2_100_DIAGNOSTIC summary rows,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,Relative-wealth drawdown and calendar-day underperformance duration,RECONCILED,
RELREG-WRAPPERS,31 Performance expectations and relative underperformance,"10%/15%/25% wrapper maximum relative drawdowns -3.10%/-4.54%/-7.37% and longest spans 1,595/1,595/1,594 days",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_RELATIVE_REGRET.csv,wrapper candidate summary rows,beb8d49828b9819aa167d2e07ffdc2b92581b36b,2017-03-01,2026-08-21,"Relative to 75/25 control; subscription-separated II Plus £563,000",RECONCILED,
SUSPENSION-RULES,32 Suspension and governance,"Frozen data, rank, availability, execution-window and 40 bps cost-breach suspensions; no performance-only stop",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_MONTHLY_RUNBOOK.md,Suspensions and manual execution pack,beb8d49828b9819aa167d2e07ffdc2b92581b36b,,,Operational control; does not change historical 20 bps baseline,RECONCILED,
DEFENSIVE-ROLES,29 Defensive implementation,RLON strategic identity unresolved; CSH2 LU1230136894 tactical; broker cash operational residual,A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_LIVE_INSTRUMENT_MAP_V2.csv,implementation_role DEFENSIVE_STRATEGIC/DEFENSIVE_TACTICAL/BROKER_CASH_OPERATIONAL,beb8d49828b9819aa167d2e07ffdc2b92581b36b,,,Current-only implementation identities and readiness,RECONCILED,
LIVE-MAP,28 Live instrument implementation,31 frozen implementation roles including 27 M2 families; preferred and alternate GBP/GBX controls,A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_LIVE_INSTRUMENT_MAP_V2.csv,all rows/implementation roles,beb8d49828b9819aa167d2e07ffdc2b92581b36b,,,Current-only implementation map; historical_back_projection=PROHIBITED,RECONCILED,
PILOT-ALLOCATION,30 How the strategy should be used,"65% SWDA, 10% M2, 25% defensive; each M2 family approximately 1.43% of whole SIPP",A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_FROZEN_SPEC.json,initial_whole_sipp_pilot,a8008f7709af3000a889bb234a86f8c520c4ed73,,,"Risk-budgeted wrapper, separate from ranking signal",RECONCILED,
PILOT-CAP,30 How the strategy should be used,Total active/thematic exposure cap 25%,A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_FROZEN_SPEC.json,governance.active_thematic_cap,a8008f7709af3000a889bb234a86f8c520c4ed73,,,,RECONCILED,
A5C-READINESS,33 Prospective evidence plan,Readiness AWAITING_CURRENT_HOLDINGS_INPUT; pilot_operationally_ready=false,A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_DECISION.json,current_readiness/pilot_operationally_ready,beb8d49828b9819aa167d2e07ffdc2b92581b36b,,,,RECONCILED,
A5C-LEDGER,33 Prospective evidence plan,Prospective ledger contains zero data rows at freeze,A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_PROSPECTIVE_LEDGER.csv,header-only ledger,a8008f7709af3000a889bb234a86f8c520c4ed73,,,,RECONCILED,
A5C-CHECKS,33 Prospective evidence plan,A5C correctness suite passed 26 of 26 checks,A5C,UKACTIVE-A5C-SIPP/UKACTIVE_A5C_SIPP_CORRECTNESS_TESTS.csv,all test rows/status,beb8d49828b9819aa167d2e07ffdc2b92581b36b,,,,RECONCILED,
LONG-CORE-CONFLICT,18 Full-history economic results,A4F longer core-only result table is unusable because final CSV covers only 2010-03-01 to 2010-03-09 while narrative says 2010-01-08 to 2026-08-21,A4F,UKACTIVE-A4F-SIPP-REGIME/UKACTIVE_A4F_SIPP_LONGER_CORE_ONLY_RESULTS.csv,first_date/last_date/net_cagr versus reproduction-audit stated window,6dba072dce65da56284a8c02f9f380301048d492,2010-01-08,2026-08-21,Source-conflict audit,UNRESOLVED_SOURCE_CONFLICT,No longer-window return is reported; common-window comparisons remain authoritative
