economic_exposure_family_id,economic_exposure_name,universe_tier,opportunity_type,asset_class,sub_asset_class,a0_primary_geography,a0_geographic_scope,sector,industry,economic_theme,deepvue_theme,intended_rotation_role,primary_rotation_role,rotation_pool_id,primary_competition_pool_id,parent_exposure_family_id,secondary_parent_exposure_family_id,overlap_cluster_id,overlap_basis,breadth_level,economic_beta_cluster,selectable_flag,benchmark_only_flag,primary_equity_competition_flag,research_data_ready_flag,a2_lineage_validation_status,a2_lineage_issue,valid_return_observations,first_valid_date,last_valid_date,research_maturity,shorter_than_504_observations,recovered_by_dynamic_admission,data_quality_flags,dynamic_admission_rule,current_eligibility_back_projected,warning,raw_earliest_valid_21_session_signal_date,earliest_valid_21_session_signal_date,eligible_21_session_research,raw_earliest_valid_42_session_signal_date,earliest_valid_42_session_signal_date,eligible_42_session_research,raw_earliest_valid_63_session_signal_date,earliest_valid_63_session_signal_date,eligible_63_session_research,raw_earliest_valid_126_session_signal_date,earliest_valid_126_session_signal_date,eligible_126_session_research,raw_earliest_valid_252_session_signal_date,earliest_valid_252_session_signal_date,eligible_252_session_research
GLOBAL_GENOMICS,Genomics and genomic medicine,EXPERIMENTAL,THEMATIC,EQUITY,THEMATIC_EQUITY,GLOBAL,GLOBAL,HEALTHCARE,BIOTECHNOLOGY,GENOMICS,Genomics,THEME_ROTATION,THEME_ROTATION,POOL_GLOBAL_THEMES,POOL_GLOBAL_THEMES,GLOBAL_BIOTECHNOLOGY,GLOBAL_HEALTHCARE,OVL_HEALTHCARE_INNOVATION,STRONG_PARENT_CHILD_OR_INDUSTRY_OVERLAP,THEME,BETA_HEALTHCARE,YES,NO,YES,YES,PASS,NOT_APPLICABLE,1194,2021-11-05,2026-08-21,DEVELOPING,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2021-12-03,2021-12-03,YES,2022-01-07,2022-01-07,YES,2022-02-07,2022-02-07,YES,2022-05-10,2022-05-10,YES,2022-11-10,2022-11-10,YES
GLOBAL_GOLD_MINERS,Global gold-mining equities,EXTENDED,SECTOR_INDUSTRY,EQUITY,INDUSTRY_EQUITY,GLOBAL,GLOBAL,MATERIALS,GOLD_MINERS,GOLD_MINERS,Gold Miners,INDUSTRY_ROTATION,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,POOL_GLOBAL_INDUSTRIES,GLOBAL_MATERIALS,GOLD,OVL_MATERIALS_AND_MINERS,STRONG_PARENT_CHILD_OR_COMMODITY_SENSITIVITY,INDUSTRY_OR_SUBSECTOR,BETA_MATERIALS,YES,NO,YES,YES,PASS,NOT_APPLICABLE,4196,2008-11-27,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2009-01-21,2009-01-21,YES,2009-02-19,2009-02-19,YES,2009-03-20,2009-03-20,YES,2009-06-23,2009-06-23,YES,2009-12-17,2009-12-17,YES
GLOBAL_HEALTHCARE,Broad global healthcare sector,CORE,SECTOR_INDUSTRY,EQUITY,SECTOR_EQUITY,GLOBAL,GLOBAL,HEALTHCARE,BROAD_SECTOR,NOT_APPLICABLE,Healthcare,SECTOR_ROTATION,INSUFFICIENT_DATA,POOL_GLOBAL_BROAD_SECTORS,POOL_INSUFFICIENT_DATA,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,OVL_HEALTHCARE_INNOVATION,STRONG_PARENT_CHILD_OR_INDUSTRY_OVERLAP,BROAD_SECTOR,BETA_HEALTHCARE,NO,NO,NO,NO,FAIL_MATERIAL_MISCLASSIFICATION,A2 history changes from a broad world-healthcare fund to healthcare-innovation implementations,3333,2011-05-19,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;MATERIAL_A2_ECONOMIC_LINEAGE_MISMATCH;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2013-05-14,,NO,2013-06-13,,NO,2013-07-12,,NO,2013-10-10,,NO,2014-04-15,,NO
GLOBAL_INDUSTRIALS,Broad global industrials sector,CORE,SECTOR_INDUSTRY,EQUITY,SECTOR_EQUITY,GLOBAL,GLOBAL,INDUSTRIALS,BROAD_SECTOR,NOT_APPLICABLE,Industrials,SECTOR_ROTATION,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,BROAD_SECTOR,BETA_INDUSTRIALS,YES,NO,YES,YES,PASS,NOT_APPLICABLE,2581,2016-04-07,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2016-05-06,2016-05-06,YES,2016-06-07,2016-06-07,YES,2016-07-06,2016-07-06,YES,2016-10-04,2016-10-04,YES,2017-04-05,2017-04-05,YES
GLOBAL_INFRASTRUCTURE,Global listed infrastructure,EXTENDED,THEMATIC,INFRASTRUCTURE,LISTED_INFRASTRUCTURE_EQUITY,GLOBAL,GLOBAL,INDUSTRIALS,INFRASTRUCTURE,INFRASTRUCTURE,NOT_APPLICABLE,THEME_ROTATION,INSUFFICIENT_DATA,POOL_GLOBAL_THEMES,POOL_INSUFFICIENT_DATA,GLOBAL_INDUSTRIALS,NOT_APPLICABLE,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,THEME,BETA_INDUSTRIALS,NO,NO,NO,NO,FAIL_MATERIAL_MISCLASSIFICATION,A2 history uses US infrastructure and briefly Europe infrastructure rather than a stable global infrastructure implementation,1193,2021-11-09,2026-08-21,DEVELOPING,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;MATERIAL_A2_ECONOMIC_LINEAGE_MISMATCH;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2021-12-07,,NO,2022-01-11,,NO,2022-02-09,,NO,2022-05-12,,NO,2022-11-14,,NO
GLOBAL_MATERIALS,Broad global materials sector,CORE,SECTOR_INDUSTRY,EQUITY,SECTOR_EQUITY,GLOBAL,GLOBAL,MATERIALS,BROAD_SECTOR,NOT_APPLICABLE,Materials,SECTOR_ROTATION,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,OVL_MATERIALS_AND_MINERS,STRONG_PARENT_CHILD_OR_COMMODITY_SENSITIVITY,BROAD_SECTOR,BETA_MATERIALS,YES,NO,YES,YES,PASS,NOT_APPLICABLE,1555,2017-10-27,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2019-02-22,2019-02-22,YES,2020-02-28,2020-02-28,YES,2020-04-16,2020-04-16,YES,2020-10-21,2020-10-21,YES,2021-04-23,2021-04-23,YES
GLOBAL_OIL_GAS,Global oil and gas equities,EXTENDED,SECTOR_INDUSTRY,EQUITY,INDUSTRY_EQUITY,GLOBAL,GLOBAL,ENERGY,OIL_AND_GAS,OIL_AND_GAS,Oil & Gas,INDUSTRY_ROTATION,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,POOL_GLOBAL_INDUSTRIES,GLOBAL_ENERGY,NOT_APPLICABLE,OVL_ENERGY_AND_TRANSITION,COMMON_SECTOR_OR_THEMATIC_BETA,INDUSTRY_OR_SUBSECTOR,BETA_ENERGY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,3541,2011-10-10,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2012-02-08,2012-02-08,YES,2012-03-21,2012-03-21,YES,2012-05-02,2012-05-02,YES,2012-09-25,2012-09-25,YES,2013-07-02,2013-07-02,YES
GLOBAL_QUANTUM_COMPUTING,Quantum-computing ecosystem,EXPERIMENTAL,THEMATIC,EQUITY,THEMATIC_EQUITY,GLOBAL,GLOBAL,TECHNOLOGY,COMPUTING,QUANTUM,Quantum,THEME_ROTATION,THEME_ROTATION,POOL_GLOBAL_THEMES,POOL_GLOBAL_THEMES,GLOBAL_TECHNOLOGY,NOT_APPLICABLE,OVL_TECHNOLOGY_INNOVATION,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,THEME,BETA_TECHNOLOGY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,312,2025-05-28,2026-08-21,NEW,YES,YES,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2025-06-25,2025-06-25,YES,2025-07-24,2025-07-24,YES,2025-08-22,2025-08-22,YES,2025-11-21,2025-11-21,YES,2026-05-29,2026-05-29,YES
GLOBAL_REAL_ESTATE,Global listed property and REITs,EXTENDED,SECTOR_INDUSTRY,PROPERTY,LISTED_REAL_ESTATE_EQUITY,GLOBAL,GLOBAL,REAL_ESTATE,REITS_AND_PROPERTY,NOT_APPLICABLE,Real Estate,SECTOR_ROTATION,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,OVL_REAL_ESTATE,COMMON_SECTOR_BETA,BROAD_SECTOR,BETA_REAL_ESTATE,YES,NO,YES,YES,PASS,NOT_APPLICABLE,1869,2019-01-23,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2019-02-20,2019-02-20,YES,2019-03-21,2019-03-21,YES,2019-04-23,2019-04-23,YES,2019-07-25,2019-07-25,YES,2020-01-28,2020-01-28,YES
GLOBAL_RETAIL,Retail and e-commerce businesses,EXPERIMENTAL,SECTOR_INDUSTRY,EQUITY,INDUSTRY_EQUITY,GLOBAL,GLOBAL,CONSUMER_DISCRETIONARY,RETAIL,RETAIL,Retail,INDUSTRY_ROTATION,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,POOL_GLOBAL_INDUSTRIES,NOT_APPLICABLE,NOT_APPLICABLE,OVL_CONSUMER_AND_RETAIL,COMMON_SECTOR_BETA,INDUSTRY_OR_SUBSECTOR,BETA_CONSUMER_DISCRETIONARY,YES,NO,YES,YES,PASS_WITH_SCOPE_LIMITATION,Implementation is e-commerce rather than the full retail industry,1183,2021-11-19,2026-08-21,DEVELOPING,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE;SCOPE_LIMITED_IMPLEMENTATION,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2021-12-17,2021-12-17,YES,2022-01-21,2022-01-21,YES,2022-02-21,2022-02-21,YES,2022-05-24,2022-05-24,YES,2022-11-24,2022-11-24,YES
GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,EXTENDED,THEMATIC,EQUITY,THEMATIC_EQUITY,GLOBAL,GLOBAL,INDUSTRIALS,INDUSTRIAL_AUTOMATION,ROBOTICS,Robotics,THEME_ROTATION,THEME_ROTATION,POOL_GLOBAL_THEMES,POOL_GLOBAL_THEMES,GLOBAL_INDUSTRIALS,GLOBAL_TECHNOLOGY,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,THEME,BETA_INDUSTRIALS,YES,NO,YES,YES,PASS,NOT_APPLICABLE,2480,2016-09-15,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2016-10-13,2016-10-13,YES,2016-11-11,2016-11-11,YES,2016-12-12,2016-12-12,YES,2017-03-14,2017-03-14,YES,2017-09-14,2017-09-14,YES
GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,EXTENDED,THEMATIC,EQUITY,THEMATIC_EQUITY,GLOBAL,GLOBAL,TECHNOLOGY,SEMICONDUCTORS,SEMICONDUCTORS,Semiconductors,THEME_ROTATION,THEME_ROTATION,POOL_GLOBAL_THEMES,POOL_GLOBAL_THEMES,GLOBAL_TECHNOLOGY,NOT_APPLICABLE,OVL_TECHNOLOGY_INNOVATION,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,THEME,BETA_TECHNOLOGY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,3181,2013-09-17,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2013-10-15,2013-10-15,YES,2013-11-13,2013-11-13,YES,2013-12-12,2013-12-12,YES,2014-03-20,2014-03-20,YES,2014-09-19,2014-09-19,YES
GLOBAL_SILVER_MINERS,Global silver-mining equities,EXPERIMENTAL,SECTOR_INDUSTRY,EQUITY,INDUSTRY_EQUITY,GLOBAL,GLOBAL,MATERIALS,SILVER_MINERS,SILVER_MINERS,Silver Miners,INDUSTRY_ROTATION,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,POOL_GLOBAL_INDUSTRIES,GLOBAL_MATERIALS,SILVER_PHYSICAL,OVL_MATERIALS_AND_MINERS,STRONG_PARENT_CHILD_OR_COMMODITY_SENSITIVITY,INDUSTRY_OR_SUBSECTOR,BETA_MATERIALS,YES,NO,YES,YES,PASS,NOT_APPLICABLE,1072,2022-05-11,2026-08-21,DEVELOPING,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2022-06-10,2022-06-10,YES,2022-07-11,2022-07-11,YES,2022-08-09,2022-08-09,YES,2022-11-10,2022-11-10,YES,2023-05-17,2023-05-17,YES
GLOBAL_SMALL_CAP,Global small-cap equities,EXTENDED,GEOGRAPHY,EQUITY,BROAD_MARKET_EQUITY,GLOBAL,GLOBAL,BROAD_MARKET,BROAD_MARKET,NOT_APPLICABLE,NOT_APPLICABLE,BROAD_GEOGRAPHY_ROTATION,BROAD_GEOGRAPHY_ROTATION,POOL_GLOBAL_MARKET_CAP_SATELLITES,POOL_GLOBAL_MARKET_CAP_SATELLITES,GLOBAL_DEVELOPED_WORLD,GLOBAL_ALL_WORLD,OVL_GLOBAL_BROAD_EQUITY,BROAD_INDEX_VERSUS_NARROW_SUBSET,MARKET_SEGMENT,BETA_GLOBAL_OR_OTHER_EQUITY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,3176,2013-12-10,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2014-01-10,2014-01-10,YES,2014-02-10,2014-02-10,YES,2014-03-11,2014-03-11,YES,2014-06-12,2014-06-12,YES,2014-12-08,2014-12-08,YES
GLOBAL_SOFTWARE,Software and cloud businesses,EXTENDED,SECTOR_INDUSTRY,EQUITY,INDUSTRY_EQUITY,GLOBAL,GLOBAL,TECHNOLOGY,SOFTWARE,SOFTWARE,Software,INDUSTRY_ROTATION,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,POOL_GLOBAL_INDUSTRIES,GLOBAL_TECHNOLOGY,NOT_APPLICABLE,OVL_TECHNOLOGY_INNOVATION,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,INDUSTRY_OR_SUBSECTOR,BETA_TECHNOLOGY,YES,NO,YES,YES,PASS_WITH_SCOPE_LIMITATION,Implementation is cloud computing rather than the full software industry,1904,2019-01-03,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE;SCOPE_LIMITED_IMPLEMENTATION,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2019-01-31,2019-01-31,YES,2019-03-01,2019-03-01,YES,2019-04-01,2019-04-01,YES,2019-07-05,2019-07-05,YES,2020-01-06,2020-01-06,YES
GLOBAL_SOLAR,Solar-energy value chain,EXPERIMENTAL,THEMATIC,EQUITY,THEMATIC_EQUITY,GLOBAL,GLOBAL,UTILITIES,RENEWABLE_ENERGY,SOLAR,Solar,THEME_ROTATION,THEME_ROTATION,POOL_GLOBAL_THEMES,POOL_GLOBAL_THEMES,GLOBAL_CLEAN_ENERGY,GLOBAL_UTILITIES,OVL_ENERGY_AND_TRANSITION,COMMON_SECTOR_OR_THEMATIC_BETA,THEME,BETA_UTILITIES,YES,NO,YES,YES,PASS,NOT_APPLICABLE,1181,2021-10-07,2026-08-21,DEVELOPING,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2021-11-09,2021-11-09,YES,2021-12-21,2021-12-21,YES,2022-02-04,2022-02-04,YES,2022-05-20,2022-05-20,YES,2022-11-28,2022-11-28,YES
GLOBAL_SPACE,Commercial space economy,EXPERIMENTAL,THEMATIC,EQUITY,THEMATIC_EQUITY,GLOBAL,GLOBAL,INDUSTRIALS,AEROSPACE,SPACE,NOT_APPLICABLE,THEME_ROTATION,INSUFFICIENT_DATA,POOL_GLOBAL_THEMES,POOL_INSUFFICIENT_DATA,GLOBAL_INDUSTRIALS,NOT_APPLICABLE,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,THEME,BETA_INDUSTRIALS,NO,NO,NO,NO,NO_USABLE_HISTORY,NO_USABLE_IMPLEMENTATION_HISTORY,0,NOT_AVAILABLE,NOT_AVAILABLE,NOT_APPLICABLE_NO_USABLE_HISTORY,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE;NO_USABLE_HISTORY,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,,,NO,,,NO,,,NO,,,NO,,,NO
GLOBAL_TECHNOLOGY,Broad global technology sector,CORE,SECTOR_INDUSTRY,EQUITY,SECTOR_EQUITY,GLOBAL,GLOBAL,TECHNOLOGY,BROAD_SECTOR,NOT_APPLICABLE,NOT_APPLICABLE,SECTOR_ROTATION,INSUFFICIENT_DATA,POOL_GLOBAL_BROAD_SECTORS,POOL_INSUFFICIENT_DATA,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,OVL_TECHNOLOGY_INNOVATION,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,BROAD_SECTOR,BETA_TECHNOLOGY,NO,NO,NO,NO,FAIL_MATERIAL_MISCLASSIFICATION,A2 history uses a digitalisation thematic fund rather than a broad global technology sector fund,2480,2016-09-15,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;MATERIAL_A2_ECONOMIC_LINEAGE_MISMATCH;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2016-10-13,,NO,2016-11-11,,NO,2016-12-12,,NO,2017-03-14,,NO,2017-09-14,,NO
GLOBAL_TRANSPORTATION,Transportation and logistics,EXPERIMENTAL,SECTOR_INDUSTRY,EQUITY,INDUSTRY_EQUITY,GLOBAL,GLOBAL,INDUSTRIALS,TRANSPORTATION,TRANSPORTATION,Transports,INDUSTRY_ROTATION,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,POOL_GLOBAL_INDUSTRIES,GLOBAL_INDUSTRIALS,NOT_APPLICABLE,OVL_TRANSPORT_LOGISTICS,COMMON_INDUSTRY_BETA,INDUSTRY_OR_SUBSECTOR,BETA_INDUSTRIALS,YES,NO,YES,YES,PASS_WITH_SCOPE_LIMITATION,Implementation is e-commerce logistics rather than the full transportation industry,2132,2018-01-26,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE;SCOPE_LIMITED_IMPLEMENTATION,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2018-02-23,2018-02-23,YES,2018-03-26,2018-03-26,YES,2018-04-26,2018-04-26,YES,2018-07-30,2018-07-30,YES,2019-01-29,2019-01-29,YES
GLOBAL_URANIUM_NUCLEAR,Uranium miners and nuclear-energy value chain,EXTENDED,THEMATIC,EQUITY,THEMATIC_EQUITY,GLOBAL,GLOBAL,ENERGY,URANIUM_AND_NUCLEAR,URANIUM_NUCLEAR,NOT_APPLICABLE,THEME_ROTATION,THEME_ROTATION,POOL_GLOBAL_THEMES,POOL_GLOBAL_THEMES,GLOBAL_ENERGY,GLOBAL_MATERIALS,OVL_ENERGY_AND_TRANSITION,COMMON_SECTOR_OR_THEMATIC_BETA,THEME,BETA_ENERGY,YES,NO,YES,YES,PASS,NOT_APPLICABLE,1074,2022-05-06,2026-08-21,DEVELOPING,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2022-06-07,2022-06-07,YES,2022-07-06,2022-07-06,YES,2022-08-04,2022-08-04,YES,2022-11-07,2022-11-07,YES,2023-05-11,2023-05-11,YES
GLOBAL_UTILITIES,Broad global utilities sector,CORE,SECTOR_INDUSTRY,EQUITY,SECTOR_EQUITY,GLOBAL,GLOBAL,UTILITIES,BROAD_SECTOR,NOT_APPLICABLE,Utilities,SECTOR_ROTATION,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,OVL_UTILITIES_AND_WATER,COMMON_SECTOR_OR_INFRASTRUCTURE_BETA,BROAD_SECTOR,BETA_UTILITIES,YES,NO,YES,YES,PASS,NOT_APPLICABLE,1807,2016-07-08,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2017-02-06,2017-02-06,YES,2018-01-16,2018-01-16,YES,2018-04-13,2018-04-13,YES,2019-04-02,2019-04-02,YES,2020-02-26,2020-02-26,YES
GLOBAL_WATER,Water infrastructure and services,EXTENDED,THEMATIC,EQUITY,THEMATIC_EQUITY,GLOBAL,GLOBAL,INDUSTRIALS,WATER_INFRASTRUCTURE,WATER,NOT_APPLICABLE,THEME_ROTATION,THEME_ROTATION,POOL_GLOBAL_THEMES,POOL_GLOBAL_THEMES,GLOBAL_INDUSTRIALS,GLOBAL_UTILITIES,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,THEME,BETA_INDUSTRIALS,YES,NO,YES,YES,PASS,NOT_APPLICABLE,3280,2007-04-04,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2007-05-16,2007-05-16,YES,2007-06-25,2007-06-25,YES,2007-08-17,2007-08-17,YES,2009-02-18,2009-02-18,YES,2011-08-25,2011-08-25,YES
GOLD,"Unleveraged gold exposure, preferring physically backed implementations",CORE,DEFENSIVE_DIVERSIFIER,GOLD,PRECIOUS_METAL_ETC,GLOBAL,GLOBAL_COMMODITY,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DEFENSIVE_REFERENCE,DEFENSIVE_REFERENCE,POOL_DEFENSIVE_REAL_ASSETS,POOL_DEFENSIVE_REAL_ASSETS,NOT_APPLICABLE,NOT_APPLICABLE,OVL_PRECIOUS_METALS,COMMON_REAL_ASSET_BETA,DEFENSIVE_ASSET,BETA_REAL_ASSET,YES,NO,NO,YES,PASS,NOT_APPLICABLE,4972,2006-10-02,2026-08-21,MATURE,NO,NO,HISTORICAL_ELIGIBILITY_UNRESOLVED;NOT_APPLICABLE,L_CUMULATIVE_VALID_A2_OBSERVATIONS_NO_STALE_MISSING_PROXY,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2006-10-30,2006-10-30,YES,2006-11-30,2006-11-30,YES,2007-01-03,2007-01-03,YES,2007-04-02,2007-04-02,YES,2007-10-02,2007-10-02,YES
